time,iID,jID,tau,correlation
101,1,10,30,0.7791750469186195
101,1,11,8,0.9078303288279352
101,2,4,2,0.896833644105668
101,2,5,21,0.9513309837649854
101,2,11,26,0.7536885890149764
101,4,1,9,0.8634527295324701
101,4,2,1,0.9754269202640193
101,4,5,19,0.822801073387643
101,4,10,27,0.9210051138755133
101,4,11,24,0.9718002947920859
101,5,1,6,0.8122627367570627
101,5,2,14,0.9210029553133721
101,5,4,28,0.9515818671164349
101,5,10,25,0.8163407791743599
101,5,11,22,0.872584495601094
101,6,7,28,0.8995071597275406
101,6,12,13,0.9003310282202073
101,7,6,4,0.9468771106086313
101,7,12,2,0.9748722763361395
101,9,8,23,0.7000442050436158
101,10,1,12,0.7555007278123776
101,10,2,4,0.8522197327150264
101,10,4,18,0.796037558585831
101,10,7,1,0.8062404833078523
101,10,11,9,0.8820292161552836
101,11,1,17,0.849811644571715
101,11,2,8,0.9511749040705828
101,11,4,6,0.9685832267561051
101,11,5,12,0.9215382200708704
101,11,7,4,0.9179989069703213
101,12,6,30,0.7237820027066024
102,1,2,4,0.7205478467033364
102,1,10,30,0.7605203015139184
102,1,11,8,0.9173124929334745
102,2,4,2,0.882308033310309
102,2,5,21,0.9478533541360729
102,2,11,26,0.7510368432497249
102,4,1,8,0.8736585265705555
102,4,2,1,0.9795461427636616
102,4,5,20,0.8391547052808506
102,4,10,27,0.938648583715546
102,4,11,24,0.9702588705978024
102,5,1,5,0.8079123984765592
102,5,2,14,0.9162169788225731
102,5,4,28,0.9514969916886005
102,5,10,25,0.7364567765808688
102,5,11,2,0.8343819445160465
102,6,7,28,0.9070188519067388
102,6,12,13,0.9225034010922137
102,7,6,4,0.9485815340465548
102,7,12,2,0.9636905722066715
102,10,1,12,0.7504670039760221
102,10,2,4,0.8584469394635548
102,10,4,18,0.8098389757836518
102,10,7,1,0.8202613548312443
102,10,11,9,0.8575460626358697
102,11,1,16,0.8409657863526024
102,11,2,8,0.950584192003488
102,11,4,22,0.9656052404199779
102,11,5,12,0.9216543522375227
102,11,7,4,0.9259392890900815
102,12,6,30,0.7750327628934338
103,1,2,4,0.7701303096477782
103,1,10,30,0.7494579062977633
103,1,11,8,0.9132528241697214
103,2,4,1,0.8509859527163327
103,2,5,21,0.940554010867041
103,2,10,29,0.7116230543310053
103,2,11,26,0.7195992133568965
103,4,1,8,0.8821618290153295
103,4,2,1,0.9789394596376226
103,4,5,20,0.8660588267369704
103,4,10,27,0.9357346912151782
103,4,11,24,0.9629865476104721
103,5,1,5,0.819049769329003
103,5,2,14,0.9136361864932202
103,5,4,28,0.9512129915818409
103,5,11,2,0.7990198443520687
103,6,7,28,0.9103657061467917
103,6,12,13,0.934010771381883
103,7,6,4,0.9496992592532514
103,7,12,2,0.9389278552527249
103,10,1,12,0.7567571298723993
103,10,2,4,0.8732610034073564
103,10,4,18,0.8366727831841038
103,10,7,1,0.8534324615191787
103,10,11,9,0.8458873047828754
103,11,1,16,0.8505911572509991
103,11,2,8,0.9527686519317455
103,11,4,22,0.9670687672989744
103,11,5,12,0.8674078608995966
103,11,7,4,0.9271026434888722
103,12,6,30,0.8277903284167323
104,1,2,4,0.8042381357132063
104,1,4,18,0.7541533330455715
104,1,7,1,0.7170494932581916
104,1,10,30,0.7474733044248904
104,1,11,9,0.9149874024064796
104,2,4,1,0.8213292687226457
104,2,5,21,0.9339918157174381
104,2,10,29,0.7083118861262602
104,4,1,8,0.8835176854187465
104,4,2,17,0.962752867627457
104,4,5,20,0.892306105686251
104,4,10,27,0.9023238593391858
104,4,11,24,0.943406599988661
104,5,1,4,0.8425109550779143
104,5,2,14,0.9121456580037336
104,5,4,28,0.9502408418078968
104,5,11,2,0.7287007060221816
104,6,7,28,0.9146785904259758
104,6,12,13,0.9393124106715418
104,7,6,4,0.9487251205371979
104,7,12,2,0.9034209623336564
104,10,1,12,0.7711066759561538
104,10,2,5,0.91131534560494
104,10,4,18,0.8720319340279669
104,10,5,23,0.7437540519422272
104,10,7,1,0.8950921518489304
104,10,11,9,0.8447275935403065
104,11,1,16,0.8492004827267949
104,11,2,8,0.9513864295825033
104,11,4,22,0.967919177515671
104,11,5,26,0.8521124531326065
104,11,7,4,0.9275359707279562
104,12,6,30,0.8541273586226606
104,12,7,27,0.7466532881955098
105,1,2,4,0.8275049945438734
105,1,4,18,0.7953179605067172
105,1,7,1,0.7698578842197786
105,1,10,30,0.7542309415393378
105,1,11,9,0.9218558732892551
105,2,4,1,0.7711171177206808
105,2,5,21,0.9298990495565894
105,4,1,8,0.8839517619216904
105,4,2,17,0.972568741215427
105,4,5,20,0.9084368175931584
105,4,10,27,0.828873597589156
105,4,11,5,0.915032046543323
105,5,1,4,0.8857243486692852
105,5,2,14,0.9110898724947599
105,5,4,28,0.9483999108988937
105,5,7,10,0.7468349324573426
105,5,11,20,0.701194322500244
105,6,5,2,0.7429366973424144
105,6,7,28,0.9242549624211895
105,6,12,13,0.9425005305695018
105,7,6,4,0.9450995056102011
105,7,12,2,0.8672244284330407
105,10,1,12,0.7778368106202075
105,10,2,5,0.9372441335408764
105,10,4,19,0.920766801735098
105,10,5,23,0.7936808998665781
105,10,7,1,0.9208613995567085
105,10,11,28,0.8733393612841731
105,11,1,16,0.8393592408021566
105,11,2,8,0.9498196969691144
105,11,4,22,0.9702855675403729
105,11,5,26,0.8602248620281132
105,11,7,4,0.9286761088534311
105,12,6,31,0.8801480512590862
105,12,7,27,0.7786086873237178
106,1,2,4,0.8506746914229827
106,1,4,19,0.8212530143307791
106,1,7,1,0.8077931767681802
106,1,10,30,0.7680045247822347
106,1,11,9,0.927882334411762
106,2,4,31,0.748555813515676
106,2,5,21,0.9277105050912804
106,4,1,8,0.8925750321551726
106,4,2,17,0.9742987103127564
106,4,5,20,0.9123731098044584
106,4,10,27,0.7364479309310901
106,4,11,5,0.8879097344585528
106,5,1,4,0.906066209125592
106,5,2,14,0.9093771994808025
106,5,4,28,0.9441831530858742
106,5,7,10,0.801357734289126
106,5,11,20,0.7015747465240367
106,6,5,2,0.7937652809430205
106,6,7,28,0.9308440517770349
106,6,12,13,0.9426388652683173
106,7,6,4,0.9431910125606348
106,7,12,17,0.8615134853845946
106,10,1,12,0.77553494868604
106,10,2,5,0.9412089730484574
106,10,4,19,0.9404865040425514
106,10,5,23,0.8126576379293495
106,10,7,1,0.9248528642070178
106,10,11,28,0.907724885643954
106,11,1,16,0.8344821290831232
106,11,2,8,0.9499722499940614
106,11,4,22,0.9744420369061088
106,11,5,26,0.8689958274534151
106,11,7,4,0.9314347797593643
106,12,6,31,0.8871695777539543
106,12,7,27,0.7992932800320941
107,1,2,5,0.8845146528316514
107,1,4,19,0.8602403034950324
107,1,7,1,0.8371732896606868
107,1,10,30,0.7863812325763759
107,1,11,9,0.9363234007366492
107,2,4,31,0.7563668845318651
107,2,5,21,0.9249206458099912
107,4,1,8,0.9114636095404256
107,4,2,17,0.9748188490076304
107,4,5,20,0.9131415884674697
107,4,7,13,0.756570783623693
107,4,11,24,0.852497142682084
107,5,1,4,0.9084252508058374
107,5,2,28,0.9004315245418338
107,5,4,12,0.9359843506051705
107,5,7,10,0.8064287905413646
107,6,5,2,0.7995752895095397
107,6,7,28,0.9271827307576092
107,6,12,13,0.9321490807344187
107,7,6,4,0.9431381940459067
107,7,12,16,0.8725723800390177
107,10,1,31,0.7784221138487476
107,10,2,5,0.9409177321859743
107,10,4,4,0.9473694515999289
107,10,5,24,0.8159037528583798
107,10,7,1,0.9261791707554398
107,10,11,28,0.9274614233301433
107,11,1,15,0.8412522533021755
107,11,2,8,0.9499762024573557
107,11,4,22,0.9777619389808402
107,11,5,26,0.8723094560042507
107,11,7,4,0.9316138037396728
107,12,6,31,0.8839468581598873
107,12,7,27,0.8112522401075059
108,1,2,5,0.903561038842154
108,1,4,19,0.8800971480449769
108,1,7,1,0.8437698848138415
108,1,10,30,0.7902306165013686
108,1,11,9,0.9467191705485501
108,2,1,7,0.7325075397463456
108,2,4,31,0.7641754593631679
108,2,5,21,0.9199849400943523
108,4,1,8,0.9330205926859033
108,4,2,17,0.9762540025133504
108,4,5,20,0.9160701409765503
108,4,7,13,0.8476052696595764
108,4,11,23,0.8559608854960482
108,5,1,4,0.907292136630438
108,5,2,28,0.9406960388226542
108,5,4,12,0.9303043736605029
108,5,7,10,0.7758649303531758
108,6,5,2,0.7733977597250531
108,6,7,28,0.8939345880654441
108,6,12,14,0.9183983346654769
108,7,5,5,0.7099299945172375
108,7,6,19,0.9428405651551154
108,7,12,16,0.8960457463022222
108,10,1,31,0.7898185266778628
108,10,2,5,0.939474948272294
108,10,4,4,0.951543412433533
108,10,5,24,0.7959855303451823
108,10,7,1,0.9260378124335037
108,10,11,28,0.9305285977032557
108,11,1,15,0.8600095907853698
108,11,2,8,0.9519626642422491
108,11,4,22,0.9779840836449785
108,11,5,26,0.8609633846199453
108,11,7,4,0.934776263646724
108,12,6,31,0.8691397171299362
108,12,7,27,0.8070680957345676
109,1,2,5,0.8823194361807625
109,1,4,19,0.8758408943736418
109,1,7,1,0.8106948484699885
109,1,10,31,0.763543754953715
109,1,11,9,0.9491963831148207
109,2,1,7,0.7972124974531997
109,2,4,31,0.7783467686533925
109,2,5,21,0.9061645467210389
109,4,1,8,0.9479837816760883
109,4,2,17,0.9769685058891604
109,4,5,21,0.9214688793870813
109,4,7,13,0.91121243267952
109,4,11,23,0.8719275093501844
109,5,1,4,0.9080576673464178
109,5,2,28,0.9639067110159102
109,5,4,12,0.927161737122992
109,5,7,9,0.7418299516601561
109,6,5,3,0.7450938997907448
109,6,7,28,0.8186730604774871
109,6,12,14,0.9138545677898468
109,7,5,5,0.7579120373923841
109,7,6,19,0.9427802477181719
109,7,12,16,0.9083983214983891
109,10,1,31,0.763543754953715
109,10,5,24,0.726737304593348
109,10,7,1,0.9278681005909958
109,10,11,28,0.9153930122083169
109,11,1,15,0.8840297624355619
109,11,2,8,0.9600507151934158
109,11,4,22,0.9755822338891006
109,11,5,26,0.8233063293033577
109,11,7,4,0.9500376177261083
109,12,6,31,0.8396005877502818
109,12,7,28,0.7976306572627355
110,1,2,5,0.8329183505804425
110,1,4,19,0.8622731858188681
110,1,7,1,0.7507726338453008
110,1,10,31,0.7068542517611646
110,1,11,9,0.947749346898332
110,2,1,7,0.8454788231126661
110,2,4,31,0.791581143794152
110,2,5,21,0.8606572079868003
110,4,1,8,0.9503919601650802
110,4,2,17,0.9770716285151453
110,4,5,21,0.9392769344061799
110,4,7,13,0.9394673213402187
110,4,11,23,0.8757153221091069
110,5,1,4,0.9086957775767472
110,5,2,28,0.9724231864492694
110,5,4,12,0.9260434666039995
110,5,7,9,0.7376395755630634
110,6,5,3,0.7304845461074507
110,6,7,28,0.7280093905614593
110,6,12,14,0.9128998882211499
110,7,5,5,0.7575349728492535
110,7,6,19,0.9370207688283064
110,7,12,16,0.8853006714704866
110,10,1,31,0.7068542517611646
110,10,11,28,0.8750083860038591
110,11,1,15,0.9017271911463557
110,11,2,8,0.9668965227636316
110,11,4,22,0.9651470318146208
110,11,5,27,0.7940205314901411
110,11,7,4,0.9630956892732853
110,12,6,31,0.7994155818362708
110,12,7,28,0.7516535810990754
111,1,2,21,0.7680422816694316
111,1,4,19,0.849287080751755
111,1,7,18,0.7941869510010648
111,1,11,9,0.9165276770250527
111,2,1,7,0.8738347829988885
111,2,4,14,0.8402297267490944
111,2,5,21,0.7829311632396871
111,4,1,8,0.9460228337063893
111,4,2,17,0.9772939474523468
111,4,5,21,0.9346265828848024
111,4,7,13,0.9466705939877155
111,4,11,23,0.8712944238735949
111,5,1,4,0.9082564926945134
111,5,2,28,0.9747284987683145
111,5,4,12,0.9244964581366162
111,5,7,9,0.739212831922936
111,6,5,3,0.7311856849047692
111,6,12,14,0.9154926343831594
111,7,5,5,0.7072227708101371
111,7,6,19,0.9105560313422477
111,7,12,17,0.8287554696539923
111,10,11,29,0.8139795621597402
111,11,1,15,0.9085539047877121
111,11,2,8,0.9701584560030744
111,11,4,22,0.9426945092380556
111,11,5,27,0.7667627754206029
111,11,7,4,0.9655714342484913
111,12,6,31,0.765620776185441
112,1,2,22,0.7719858579809428
112,1,4,20,0.8487387875353627
112,1,7,18,0.8748866626057118
112,1,11,28,0.9025376237631548
112,2,1,7,0.8880877211830492
112,2,4,14,0.8909745885592292
112,2,5,20,0.7080735464198521
112,2,7,12,0.7087149985964196
112,4,1,8,0.9427709423474597
112,4,2,17,0.9775635432354539
112,4,5,21,0.881756426397786
112,4,7,13,0.9473405803836391
112,4,11,23,0.8599722470211071
112,5,1,4,0.8976441142221209
112,5,2,28,0.9708200934548362
112,5,4,11,0.9233142239922959
112,5,7,9,0.7439166046906809
112,6,5,3,0.7483530062012419
112,6,12,14,0.9206693941913946
112,7,6,19,0.8421189177461909
112,7,12,17,0.7447277378972486
112,10,11,8,0.7744971346582894
112,11,1,15,0.9017919839855479
112,11,2,8,0.9614244982122371
112,11,4,7,0.9225393293272903
112,11,5,27,0.7258361366216514
112,11,7,4,0.951347501047321
112,12,6,31,0.7418658940261483
113,1,2,22,0.7981165970368355
113,1,4,20,0.8567670981542111
113,1,7,18,0.9045067365849626
113,1,11,28,0.899935805278943
113,2,1,7,0.8940426043032297
113,2,4,14,0.922027678415865
113,2,5,20,0.7066471077165741
113,2,7,12,0.7270175121568963
113,4,1,8,0.9387828064539295
113,4,2,17,0.9772749785724996
113,4,5,21,0.7925419482369068
113,4,7,13,0.9470008620993475
113,4,11,23,0.8340961061450035
113,5,1,4,0.8659940590016314
113,5,2,28,0.9574640244950354
113,5,4,11,0.9215033936091039
113,5,7,8,0.7742107645773363
113,6,5,3,0.7702604865463485
113,6,12,14,0.9267480080302191
113,7,6,19,0.7522176727003261
113,10,11,7,0.8115797497622759
113,11,1,15,0.8876131427352758
113,11,2,8,0.931442084423781
113,11,4,7,0.8935057178949545
113,11,7,4,0.9125269889797939
113,12,6,17,0.7420853283752153
114,1,2,22,0.8044002187079261
114,1,4,20,0.8435849898414686
114,1,5,25,0.7022631624582016
114,1,7,19,0.8967560859851412
114,1,11,28,0.8903211987750816
114,2,1,7,0.8982940470520194
114,2,4,14,0.9414042618106147
114,2,5,20,0.7124998569729255
114,2,7,12,0.7437765362974293
114,4,1,8,0.9342061422024641
114,4,2,17,0.977926228665473
114,4,5,21,0.753001348763139
114,4,7,13,0.9473469080028012
114,4,11,22,0.8019772118521329
114,5,1,4,0.8175178616515696
114,5,2,28,0.9368473630611112
114,5,4,11,0.9135495843514073
114,5,7,8,0.7942641800391257
114,6,5,3,0.7960095407271455
114,6,12,14,0.9363642508656579
114,10,11,7,0.8328660709751765
114,11,1,15,0.8829069796562878
114,11,2,8,0.867547017650148
114,11,4,23,0.8529928094238047
114,11,7,4,0.8400209046886837
114,12,6,17,0.7701957049706905
115,1,2,22,0.7966050893382957
115,1,4,20,0.8083426000450881
115,1,5,25,0.7407167168252942
115,1,7,19,0.8843708385367807
115,1,11,28,0.8824018870668247
115,2,1,7,0.9037206023338813
115,2,4,14,0.953399255418615
115,2,5,20,0.7084203001069737
115,2,7,11,0.7721475938777138
115,4,1,8,0.934538997859937
115,4,2,17,0.9790356081820328
115,4,5,21,0.7506543747757677
115,4,7,13,0.948592037245143
115,4,11,22,0.7909704598443713
115,5,1,4,0.754812257441764
115,5,2,28,0.9270521817462841
115,5,4,11,0.8873777570745444
115,5,7,8,0.7727788923651356
115,5,11,16,0.7091934427981054
115,6,5,3,0.8067288524767646
115,6,12,14,0.9364129662656685
115,11,1,15,0.881226199165269
115,11,2,25,0.8504066763061654
115,11,4,23,0.8562199047669294
115,11,7,21,0.8740146088864775
115,12,6,17,0.8017268750623711
116,1,2,23,0.790641424663519
116,1,4,21,0.7808125904873021
116,1,5,26,0.7748648632145064
116,1,7,19,0.8717676185875574
116,1,11,28,0.878711411748351
116,2,1,7,0.9045121401146732
116,2,4,14,0.9629027872824987
116,2,7,11,0.8364019894676795
116,2,11,19,0.7126286041450589
116,4,1,8,0.935249962872561
116,4,2,17,0.9822820988970642
116,4,5,21,0.749765570400218
116,4,7,13,0.9517641103315015
116,4,11,21,0.8332190502222293
116,5,1,18,0.7236681800772765
116,5,2,28,0.9257073288071208
116,5,4,26,0.8879733499665637
116,5,7,8,0.7142345016335934
116,5,11,16,0.706833811622908
116,6,5,3,0.7724990055185044
116,6,12,14,0.9225123650291355
116,11,1,15,0.8724296192303436
116,11,2,25,0.8754786898383644
116,11,4,23,0.8659536842920393
116,11,5,28,0.7122082394011058
116,11,7,21,0.9313507451829841
116,12,6,17,0.8250060315663413
117,1,2,23,0.8046525180333726
117,1,4,21,0.7503874438764688
117,1,5,26,0.7968367603151008
117,1,7,19,0.8662837496536844
117,1,11,28,0.8793259602320259
117,2,1,6,0.8996126162593766
117,2,4,14,0.9762680186857409
117,2,7,11,0.8906046825263071
117,2,11,19,0.7935766576737936
117,4,1,8,0.9305474630927629
117,4,2,17,0.9879372782632009
117,4,5,21,0.7291071119229495
117,4,7,13,0.9590860172106028
117,4,11,21,0.8912998326395374
117,5,1,18,0.7783353801197279
117,5,2,28,0.9244860699984798
117,5,4,26,0.8945653922292197
117,6,5,4,0.7187333770721985
117,6,12,29,0.9293624484578192
117,11,1,15,0.8534600177309057
117,11,2,25,0.8962622007379938
117,11,4,23,0.8708778580370511
117,11,5,28,0.7525378644510532
117,11,7,21,0.9520426122783063
117,12,6,18,0.8644105253781363
118,1,2,23,0.8210734974134647
118,1,4,21,0.7142105226132063
118,1,5,26,0.7477807324494504
118,1,7,19,0.8702029129791083
118,1,11,28,0.8835382856258993
118,2,1,6,0.8786987192364293
118,2,4,14,0.971622083976766
118,2,7,11,0.8897251130743122
118,2,11,19,0.8393813180964041
118,4,1,8,0.9145186675979848
118,4,2,17,0.9920191595495951
118,4,7,13,0.9655731872209247
118,4,11,21,0.9294942872141435
118,5,1,18,0.8332079273202121
118,5,2,28,0.9232686350193453
118,5,4,26,0.9001136453000694
118,6,12,29,0.937757150399539
118,11,1,16,0.8398778386379817
118,11,2,25,0.9026752246299916
118,11,4,23,0.8584067226068189
118,11,5,28,0.7761161809664168
118,11,7,21,0.9551272308458203
118,12,6,18,0.9083239471591794
119,1,2,23,0.8382462555541655
119,1,7,19,0.8812051461257882
119,1,11,28,0.8898215302996568
119,2,1,22,0.8180488671159832
119,2,4,29,0.9556741036526094
119,2,7,11,0.828681176366766
119,2,11,19,0.8398836981158626
119,4,1,8,0.8801762608372191
119,4,2,17,0.9884731548681659
119,4,7,13,0.9569443406755073
119,4,11,21,0.9431926331501567
119,5,1,18,0.8893607495316709
119,5,2,28,0.9239895924486652
119,5,4,26,0.9061576941202292
119,5,7,23,0.7623233085669082
119,6,5,17,0.7116825280562197
119,6,12,29,0.9438879113688137
119,11,1,16,0.8234042363866969
119,11,2,25,0.9001833562401951
119,11,4,24,0.8231610048319792
119,11,5,29,0.7786074439398163
119,11,7,21,0.9477337870252026
119,12,6,18,0.9349047325699548
120,1,2,23,0.8431117260459282
120,1,7,19,0.8833869483588078
120,1,11,28,0.8899776479772561
120,2,1,21,0.8565943624781711
120,2,4,29,0.9590323988123464
120,2,7,11,0.7455223310954319
120,2,11,19,0.8197769329815927
120,4,1,24,0.8747136777984578
120,4,2,17,0.9603856590183972
120,4,7,13,0.9165432582892128
120,4,11,21,0.9403058139914652
120,5,1,18,0.9186579703015981
120,5,2,28,0.9225222406285182
120,5,4,26,0.9090874149774144
120,5,7,23,0.8367380728126932
120,6,5,17,0.7575995028465313
120,6,12,29,0.9521033442121292
120,11,1,16,0.7987774998909015
120,11,2,26,0.8920262530862425
120,11,4,24,0.7971221829170761
120,11,5,29,0.7717663863709697
120,11,7,21,0.9312357130238412
120,12,6,18,0.945570343657194
121,1,2,23,0.8450105016862187
121,1,7,19,0.8852422740717788
121,1,11,28,0.8818568685938006
121,2,1,21,0.9021986295764632
121,2,4,29,0.9619946673717915
121,2,7,27,0.7557887926791098
121,2,11,19,0.760741747264078
121,4,1,24,0.8755695507915411
121,4,2,17,0.8970927597014564
121,4,7,13,0.8456943719764944
121,4,11,21,0.9277705249772613
121,5,1,18,0.8853622556547407
121,5,2,28,0.9078587568440526
121,5,4,26,0.888391491497996
121,5,7,24,0.874303584779142
121,6,5,17,0.8177509411908601
121,6,12,29,0.9652784581998146
121,11,1,16,0.7549147631526344
121,11,2,26,0.8932781919868598
121,11,4,24,0.7495950523389198
121,11,5,29,0.7035861920330029
121,11,7,22,0.9047921652696713
121,12,5,19,0.7104570700481899
121,12,6,18,0.9479087710006363
122,1,2,23,0.844493733966898
122,1,4,22,0.7069348146130711
122,1,7,20,0.8985167831252221
122,1,11,28,0.8838992891389023
122,2,1,21,0.9486471598787205
122,2,4,29,0.9641632568010119
122,2,7,27,0.8482091879834641
122,4,1,24,0.8813369999070743
122,4,2,17,0.8113322098559069
122,4,7,13,0.7563259679225693
122,4,11,21,0.9017032281941808
122,5,1,18,0.7988292289158682
122,5,2,28,0.8590351051288849
122,5,4,26,0.8133810355438569
122,5,7,24,0.8465386764378638
122,6,5,17,0.8369260251480801
122,6,12,29,0.968097059603311
122,7,11,21,0.7073181783950825
122,11,2,26,0.8886904794055837
122,11,7,22,0.8942761476358808
122,12,5,19,0.7808706614210601
122,12,6,18,0.948877670684097
123,1,2,24,0.8537305461066215
123,1,4,22,0.7267997868217461
123,1,7,20,0.9123172229706418
123,1,11,28,0.8975863459325959
123,2,1,21,0.9743854634784908
123,2,4,29,0.9663450696556214
123,2,7,27,0.9188589734020495
123,4,1,24,0.892724312604677
123,4,2,17,0.7177308268017892
123,4,7,29,0.7810742724055469
123,4,11,21,0.8334229311772723
123,5,1,18,0.7322950817120363
123,5,2,28,0.7683799735991592
123,5,4,25,0.7349330977293599
123,5,7,24,0.7569375398757514
123,6,5,18,0.8465254222481731
123,6,12,29,0.9624272706936706
123,7,1,25,0.7074892462492242
123,7,11,21,0.7547645389906363
123,11,2,26,0.8759071570392917
123,11,7,22,0.8753937481800417
123,12,5,20,0.8482688151464254
123,12,6,18,0.9527470172492668
124,1,2,24,0.8611912147791989
124,1,4,22,0.7505456465965276
124,1,7,20,0.91921613129754
124,1,11,28,0.908689231005358
124,2,1,21,0.9700047932598485
124,2,4,29,0.9663671813850824
124,2,7,27,0.9510205163724695
124,4,1,23,0.9207259182389832
124,4,7,29,0.868171180533326
124,4,11,21,0.7470461550845338
124,5,1,18,0.7231618720613069
124,5,4,25,0.7240786467307314
124,6,5,18,0.8267049860948774
124,6,12,29,0.9536667392067246
124,7,1,25,0.7945311926073793
124,7,11,21,0.803005122380313
124,11,2,26,0.8623301319267059
124,11,7,22,0.859637189582005
124,12,5,20,0.9055465483363999
124,12,6,18,0.962001770049377
125,1,2,24,0.8649698313823787
125,1,4,23,0.7722652736679704
125,1,7,20,0.9203403962523815
125,1,11,28,0.9153333535907887
125,2,1,21,0.9499042811950298
125,2,4,29,0.9592847718678792
125,2,7,27,0.9613640123039827
125,4,1,23,0.935045277275815
125,4,7,29,0.9231263876593022
125,5,1,18,0.7245670998526963
125,5,4,25,0.7281314272413194
125,6,5,18,0.8071430860535213
125,6,12,29,0.9500703406379151
125,7,1,25,0.8621908634973058
125,7,4,31,0.7073911593413762
125,7,11,22,0.805861548103276
125,11,2,26,0.8642410297783043
125,11,7,22,0.8612187432565948
125,12,5,20,0.9260440183963525
125,12,6,18,0.969945941289173
126,1,2,24,0.8673608938647762
126,1,4,23,0.8073321974834716
126,1,7,20,0.9172592022838815
126,1,11,28,0.918164157899779
126,2,1,21,0.9157693636480913
126,2,4,29,0.93738768834414
126,2,7,27,0.9633967697572662
126,4,1,23,0.9338971359411843
126,4,7,29,0.9354914982292248
126,5,1,18,0.7251125354997926
126,5,2,27,0.70147804838387
126,5,4,25,0.7211163282089755
126,6,5,18,0.80085394213574
126,6,12,29,0.9500314506816148
126,7,1,25,0.8976791375658713
126,7,4,31,0.7250879646927226
126,7,11,22,0.7729239355145335
126,11,1,17,0.7220178542700173
126,11,2,27,0.8911179469787427
126,11,7,23,0.87999627361775
126,12,5,20,0.9250905501020464
126,12,6,18,0.9713037723667526
127,1,2,24,0.8609695829670643
127,1,4,23,0.8248287694555861
127,1,7,20,0.8990980184146072
127,1,11,28,0.9184014583975663
127,2,1,22,0.9007548618106628
127,2,4,29,0.915666093307435
127,2,7,27,0.9632965585799848
127,4,1,23,0.9390362279614356
127,4,7,29,0.92316270276279
127,5,1,18,0.7193080897364393
127,6,5,18,0.8085634708919162
127,6,12,29,0.9508361903670048
127,7,1,25,0.9091555899388539
127,11,1,18,0.7591442508522258
127,11,2,27,0.9250613709827602
127,11,4,25,0.750850816050577
127,11,7,23,0.9125616093103336
127,12,5,20,0.9186028055252581
127,12,6,18,0.9719120223111093
128,1,2,24,0.8241330049995113
128,1,4,23,0.8052207216545326
128,1,7,20,0.849815724453053
128,1,11,28,0.91729120683593
128,2,1,22,0.8982359357959236
128,2,4,29,0.90315198918511
128,2,7,27,0.9626364842938286
128,4,1,23,0.9458859287891157
128,4,7,29,0.9015345030108702
128,6,5,18,0.8208044511939105
128,6,12,29,0.9524401799694443
128,7,1,25,0.9078757293069168
128,11,1,18,0.7904825914222454
128,11,2,27,0.9443987062341059
128,11,4,25,0.7911833234990824
128,11,7,23,0.9273143891077505
128,12,5,20,0.9147723542451859
128,12,6,18,0.9724597973419988
129,1,2,24,0.7580547931101252
129,1,4,23,0.7451206479985402
129,1,7,20,0.7722630513778825
129,1,11,28,0.905635770840196
129,2,1,22,0.9020152604517518
129,2,4,29,0.8968086027847929
129,2,7,27,0.9629422340543731
129,4,1,23,0.9476879495006679
129,4,7,29,0.8847662370402364
129,6,5,18,0.8312795100545791
129,6,12,29,0.9526980072676109
129,7,1,26,0.8990928673508846
129,11,1,18,0.7924198041977578
129,11,2,27,0.9545683120457278
129,11,4,26,0.8331689279151291
129,11,7,23,0.9316216911405656
129,12,5,20,0.917589359655157
129,12,6,18,0.9733133690149698
130,1,11,28,0.853287460022541
130,2,1,22,0.9094096190093569
130,2,4,29,0.8959224456738537
130,2,7,27,0.9629698839508836
130,4,1,24,0.9570519849182221
130,4,7,29,0.8775320147374308
130,6,5,18,0.8243198582094843
130,6,12,29,0.9464404441087928
130,7,1,26,0.9038752724385216
130,11,1,18,0.7772385415825256
130,11,2,27,0.9503494855929759
130,11,4,26,0.8534648008919331
130,11,7,23,0.918428986709355
130,12,5,20,0.9225677403996858
130,12,6,18,0.9719948250159278
131,1,11,28,0.7739089027107292
131,2,1,22,0.9098638409853502
131,2,4,29,0.9013134946249889
131,2,7,27,0.9629100018647615
131,4,1,24,0.9645832117040339
131,4,2,31,0.7189011988694033
131,4,7,29,0.8742990790099537
131,6,5,19,0.7849111358742631
131,6,12,29,0.932476635130346
131,7,1,26,0.9031615424523558
131,11,1,18,0.7463346195042375
131,11,2,27,0.9255098805647078
131,11,4,26,0.8437637646859104
131,11,7,23,0.8839534527970233
131,12,5,20,0.9277683244424713
131,12,6,18,0.965586327927075
132,2,1,22,0.8994248192194711
132,2,4,30,0.9147508497649862
132,2,7,27,0.9622108307421817
132,4,1,24,0.9626087302773383
132,4,2,31,0.7597664802863641
132,4,7,28,0.8879428601035799
132,6,5,19,0.742469376446669
132,6,12,29,0.920555431791617
132,7,1,26,0.9041145336659417
132,11,1,18,0.7044255662730734
132,11,2,27,0.8891921997557377
132,11,4,26,0.8102241943768024
132,11,7,23,0.8369089711530839
132,12,5,20,0.9332070677242145
132,12,6,18,0.9541480532137534
133,2,1,22,0.8853451093154602
133,2,4,30,0.9343165177699111
133,2,7,27,0.9608589475366281
133,4,1,24,0.9496485125827965
133,4,2,31,0.8065756055849136
133,4,7,28,0.9201788614882014
133,6,12,29,0.9170405151984982
133,7,1,26,0.9081503799451689
